ticker,group_code,company_name,company_short_name
MCH,UpcomIndex,Công ty Cổ phần Hàng Tiêu Dùng MaSan,Hàng Tiêu Dùng MaSan
MSN,VNINDEX,Công ty Cổ phần Tập đoàn Masan,Tập đoàn Masan
MSR,UpcomIndex,Công ty Cổ phần Masan High-Tech Materials,Masan High-Tech Materials
MST,HNXIndex,Công ty Cổ phần Đầu tư MST,Đầu tư MST
MTC,UpcomIndex,Công ty Cổ phần Dịch vụ Du lịch Mỹ Trà,Dịch Vụ Du Lịch Mỹ Trà
MTG,UpcomIndex,Công ty Cổ phần MT Gas,MTGAS
MTH,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Hà Đông,Môi trường Đô thị Hà Đông
MTL,UpcomIndex,Công ty Cổ phần Dịch vụ Môi trường Đô thị Từ Liêm,Môi trường Đô thị Từ Liêm
NAU,UpcomIndex,Công ty Cổ phần Môi trường và Công trình Đô thị Nghệ An,Công trình Đô thị Nghệ An
MTP,UpcomIndex,Công ty Cổ phần Dược Medipharco,Dược Medipharco
MWG,VNINDEX,Công ty Cổ phần Đầu tư Thế Giới Di Động,Thế giới di động
NAB,UpcomIndex,Ngân hàng Thương mại Cổ phần Nam Á,Ngân hàng Nam Á
NDP,UpcomIndex,Công ty Cổ phần Dược phẩm 2/9,Dược phẩm 2/9
NAF,VNINDEX,Công ty Cổ phần Nafoods Group,Nafoods Group
NAG,HNXIndex,Công ty Cổ phần Tập đoàn Nagakawa,Tập đoàn Nagakawa
NJC,UpcomIndex,Công ty Cổ phần May Nam Định,May Nam Định
NAC,UpcomIndex,Công ty Cổ phần Tư vấn Xây dựng Tổng hợp,Tư vấn xây dựng Tổng hợp
FHN,UpcomIndex,Công ty Cổ phần Xuất nhập khẩu Lương thực - Thực phẩm Hà Nội,XNK lương thực Hà Nội
NAP,HNXIndex,Công ty Cổ phần Cảng Nghệ Tĩnh,Cảng Nghệ Tĩnh
NTF,UpcomIndex,Công ty Cổ phần Dược - Vật tư y tế Nghệ An,Dược Nghệ An
BAB,HNXIndex,Ngân hàng Thương mại Cổ phần Bắc Á,Ngân hàng Bắc Á
NAS,UpcomIndex,Công ty Cổ phần Dịch vụ Hàng không Sân bay Nội Bài,DV Hàng không SB Nội Bài
NAV,VNINDEX,Công ty Cổ phần Nam Việt,Tấm lợp và gỗ Nam Việt
VET,UpcomIndex,Công ty Cổ phần Thuốc Thú y Trung ương NAVETCO,Thuốc thú y trung ương Navetco
NAW,UpcomIndex,Công ty Cổ phần Cấp nước Nghệ An,Cấp nước Nghệ An
NBB,VNINDEX,Công ty Cổ phần Đầu tư Năm Bảy Bảy,577 CORP
NBC,HNXIndex,Công ty Cổ phần Than Núi Béo - Vinacomin,Than Núi Béo
NBE,UpcomIndex,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Bắc,Sách và Thiết bị GD Miền Bắc
NBP,HNXIndex,Công ty Cổ phần Nhiệt Điện Ninh Bình,Nhiệt điện Ninh Bình
NBW,HNXIndex,Công ty Cổ phần Cấp nước Nhà Bè,Cấp nước Nhà Bè
NCS,UpcomIndex,Công ty Cổ phần Suất ăn Hàng không Nội Bài,Suất ăn Hàng không Nội Bài
NCT,VNINDEX,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,DV Hàng hóa Nội Bài
ND2,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2,Đầu tư và PT điện Miền Bắc 2
NDC,UpcomIndex,Công ty Cổ phần Nam Dược,Dược phẩm Nam Dược
MND,UpcomIndex,Công ty Cổ phần Môi trường Nam Định,Môi trường Nam Định
NDF,UpcomIndex,Công ty Cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định,Nông sản XK Nam Định
HND,UpcomIndex,Công ty Cổ phần Nhiệt điện Hải Phòng,Nhiệt điện Hải Phòng
NDN,HNXIndex,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,PT Nhà Đà Nẵng
NDW,UpcomIndex,Công ty Cổ phần Cấp nước Nam Định,Cấp nước Nam Định
NDX,HNXIndex,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,Phát triển Nhà Đà Nẵng
NED,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển Điện Tây Bắc,Phát triển Điện Tây Bắc
NET,HNXIndex,Công ty Cổ phần Bột giặt Net,Bột giặt Net
NRC,HNXIndex,Công ty Cổ phần Tập đoàn Danh Khôi,Tập đoàn Danh Khôi
NFC,HNXIndex,Công ty Cổ phần Phân lân Ninh Bình,Phân lân Ninh Bình
NGC,UpcomIndex,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,Thủy sản Ngô Quyền
NHA,VNINDEX,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,PT Nhà và Đô thị Nam HN
MNB,UpcomIndex,Tổng Công ty May Nhà Bè - Công ty Cổ phần,May Nhà Bè
VCE,UpcomIndex,Công ty Cổ phần Xây lắp Môi trường,Xây lắp Môi trường
NHC,HNXIndex,Công ty Cổ phần Gạch ngói Nhị Hiệp,Gạch ngói Nhị Hiệp
NHH,VNINDEX,Công ty Cổ phần Nhựa Hà Nội,Nhựa Hà Nội
VHM,VNINDEX,Công ty Cổ phần Vinhomes,Vinhomes
NHP,UpcomIndex,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,Sản xuất XNK NHP
NHT,VNINDEX,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,Sản xuất và Thương mại Nam Hoa
NHV,UpcomIndex,Công ty Cổ phần Sức khỏe Hồi sinh Việt Nam,Đầu tư NHV
NKG,VNINDEX,Công ty Cổ phần Thép Nam Kim,Thép Nam Kim
NLG,VNINDEX,Công ty Cổ phần Đầu tư Nam Long,BĐS Nam Long
NLS,UpcomIndex,Công ty Cổ phần Cấp thoát nước Lạng Sơn,Cấp thoát nước Lạng Sơn
NNC,VNINDEX,Công ty Cổ phần Đá Núi Nhỏ,Đá Núi Nhỏ
NNG,UpcomIndex,Công ty Cổ phần Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa,CN - DV - TM Ngọc Nghĩa
NNT,UpcomIndex,Công ty Cổ phần Cấp nước Ninh Thuận,Cấp nước Ninh Thuận
NOS,UpcomIndex,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,Vận tải Biển và Thương mại Phương Đông
NVL,VNINDEX,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,Đầu tư Địa ốc No Va (Novaland)
PMB,HNXIndex,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Phân bón và Hóa chất Dầu khí Miền Bắc
NQB,UpcomIndex,Công ty Cổ phần Cấp nước Quảng Bình,Cấp nước Quảng Bình
NQT,UpcomIndex,Công ty Cổ phần Nước sạch Quảng Trị,Nước sạch Quảng Trị
NS2,UpcomIndex,Công ty Cổ phần Nước sạch số 2 Hà Nội,Nước sạch số 2 Hà Nội
NSC,VNINDEX,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,Tập đoàn Giống cây trồng Việt Nam
PSH,VNINDEX,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,TMại ĐT Dầu khí Nam Sông Hậu
NST,HNXIndex,Công ty Cổ phần Ngân Sơn,Thuốc lá Ngân Sơn
NT2,VNINDEX,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Điện lực Nhơn Trạch 2
NTB,UpcomIndex,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình giao thông 584,Công trình giao thông 584
NTC,UpcomIndex,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,KCN Nam Tân Uyên
NTT,UpcomIndex,Công ty Cổ phần Dệt - May Nha Trang,Dệt - May Nha Trang
NTL,VNINDEX,Công ty Cổ phần Phát triển Đô thị Từ Liêm,Đô thị Từ Liêm
NTP,HNXIndex,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,Nhựa Tiền Phong
NUE,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Nha Trang,Môi trường Đô thị Nha Trang
NTW,UpcomIndex,Công ty Cổ phần Cấp nước Nhơn Trạch,Cấp nước Nhơn Trạch
NVB,HNXIndex,Ngân hàng Thương mại Cổ phần Quốc Dân,Ngân hàng Quốc Dân
NVT,VNINDEX,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,Ninh Vân Bay
NWT,UpcomIndex,Công ty Cổ phần Vận tải Newway,Vận tải Newway
NXT,UpcomIndex,Công ty Cổ phần Sản xuất và Cung ứng vật liệu xây dựng Kon Tum,SX và Cung ứng VLXD Kon Tum
OCB,VNINDEX,Ngân hàng Thương mại Cổ phần Phương Đông,Ngân hàng Phương Đông
OCH,HNXIndex,Công ty Cổ phần One Capital Hospitality,Khách sạn và Dịch vụ OCH
EVS,HNXIndex,Công ty Cổ phần Chứng khoán Everest,Chứng khoán Everest
OGC,VNINDEX,Công ty Cổ phần Tập đoàn Đại Dương,Tập đoàn Đại Dương
TOW,UpcomIndex,Công ty Cổ phần Cấp nước Trà Nóc - Ô Môn,Cấp nước Trà Nóc - Ô Môn
ONE,HNXIndex,Công ty Cổ phần Truyền thông số 1,Truyền thông Số 1
ONW,UpcomIndex,Công ty Cổ phần Dịch vụ Một Thế giới,Dịch vụ Một Thế giới
OPC,VNINDEX,Công ty Cổ phần Dược Phẩm OPC,Dược phẩm OPC
ORS,VNINDEX,Công ty Cổ phần Chứng khoán Tiên Phong,Chứng khoán Tiên Phong
PAC,VNINDEX,Công ty Cổ phần Pin Ắc quy Miền Nam,Pin Ắc quy Miền Nam
PAI,UpcomIndex,"Công ty Cổ phần Công nghê thông tin, Viễn thông và Tự động hóa Dầu khí","CNTT, VT và Tự động hóa Dầu khí - PAIC"
PAN,VNINDEX,Công ty Cổ phần Tập đoàn PAN,Tập đoàn PAN
PAP,UpcomIndex,Công ty Cổ phần Dầu khí đầu tư khai thác Cảng Phước An,Cảng Phước An
PAS,UpcomIndex,Công ty Cổ phần Quốc tế Phương Anh,Quốc tế Phương Anh
PBP,HNXIndex,Công ty Cổ phần Bao bì Dầu khí Việt Nam,Bao bì Dầu khí VN
PC1,VNINDEX,Công ty Cổ phần Tập đoàn PC1,Tập đoàn PC1
PCC,UpcomIndex,Công ty Cổ phần Tập đoàn Xây lắp 1 - Petrolimex,Xây lắp 1- Petrolimex
PCG,HNXIndex,Công ty Cổ phần Đầu tư Phát triển Gas Đô thị,Đầu tư PT Gas Đô thị
PCM,UpcomIndex,Công ty Cổ phần Vật liệu Xây dựng Bưu điện,VLXD Bưu điện
CSI,UpcomIndex,Công ty Cổ phần Chứng khoán Kiến thiết Việt Nam,Chứng khoán Kiến thiết VN
PCT,HNXIndex,Công ty Cổ phần Vận tải Khí và Hóa chất Việt Nam,Vận tải Khí và Hóa chất Việt Nam
PDB,HNXIndex,Công ty Cổ phần Tập đoàn Đầu tư DIN Capital,DIN Capital
PDC,UpcomIndex,Công ty Cổ phần Du lịch Dầu khí Phương Đông,Dầu khí Phương Đông
PDN,VNINDEX,Công ty Cổ phần Cảng Đồng Nai,Cảng Đồng Nai
PDR,VNINDEX,Công ty Cổ phần Phát triển Bất động sản Phát Đạt,BĐS Phát Đạt
PDV,UpcomIndex,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,Vận tải Phương Đông Việt
PEC,UpcomIndex,Công ty Cổ phần Cơ khí Điện lực,Cơ khí Điện lực
PEQ,UpcomIndex,Công ty Cổ phần Thiết bị xăng dầu Petrolimex,Thiết bị xăng dầu Petrolimex
PEN,HNXIndex,Công ty Cổ phần Xây lắp III Petrolimex,Xây lắp III Petrolimex
PET,VNINDEX,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,PETROSETCO
PCF,UpcomIndex,Công ty Cổ phần Cà phê PETEC,Cà phê PETEC
PEG,UpcomIndex,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - Công ty Cổ phần,TM Kỹ thuật và Đầu tư (PETEC)
PTV,UpcomIndex,Công ty Cổ phần Thương mại Dầu khí,Thương mại dầu khí
PLX,VNINDEX,Tập đoàn Xăng dầu Việt Nam,Petrolimex
PFL,UpcomIndex,Công ty Cổ phần Dầu khí Đông Đô,Dầu khí Đông Đô
PGB,UpcomIndex,Ngân hàng Thương mại Cổ phần Xăng dầu Petrolimex,PG Bank
PGC,VNINDEX,Tổng Công ty Gas Petrolimex - Công ty Cổ phần,Gas Petrolimex
PGD,VNINDEX,Công ty Cổ phần Phân phối khí thấp áp dầu khí Việt Nam,PV GAS D
PGI,VNINDEX,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Bảo hiểm PJICO
PGN,HNXIndex,Công ty Cổ phần Phụ Gia Nhựa,Phụ Gia Nhựa
PGS,HNXIndex,Công ty Cổ phần Kinh doanh Khí Miền Nam,Khí Miền Nam
PGT,HNXIndex,Công ty Cổ phần PGT Holdings,PGT Holdings
PLP,VNINDEX,Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,SX và CN Nhựa Pha Lê
PBC,UpcomIndex,Công ty Cổ phần Dược Phẩm Trung ương 1 - Pharbaco,Dược Phẩm TW 1- Pharbaco
PHC,VNINDEX,Công ty Cổ phần Xây dựng Phục Hưng Holdings,Phuc Hung Holdings
PHH,UpcomIndex,Công ty Cổ phần Hồng Hà Việt Nam,Hồng Hà Việt Nam
PHP,UpcomIndex,Công ty Cổ phần Cảng Hải Phòng,Cảng Hải Phòng
PHR,VNINDEX,Công ty Cổ phần Cao su Phước Hòa,Cao su Phước Hòa
PHS,UpcomIndex,Công ty Cổ phần Chứng khoán Phú Hưng,Chứng khoán Phú Hưng
PIA,HNXIndex,Công ty Cổ phần Tin học Viễn thông Petrolimex,Tin học Viễn thông Petrolimex
PIC,HNXIndex,Công ty Cổ phần Đầu tư Điện lực 3,Đầu tư Điện lực 3
PID,UpcomIndex,Công ty Cổ phần Trang trí nội thất Dầu khí,Trang trí nội thất Dầu khí
PIS,UpcomIndex,Tổng Công ty Pisico Bình Định - Công ty Cổ phần,Pisico Bình Định
EIN,UpcomIndex,Công ty Cổ phần Đầu tư - Thương Mại - Dịch vụ Điện lực,Đầu tư - TM - DV Điện lực
PIT,VNINDEX,Công ty Cổ phần Xuất nhập khẩu Petrolimex,XNK PETROLIMEX
PIV,UpcomIndex,Công ty Cổ phần PIV,PIV JSC
PJC,HNXIndex,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,TM và Vận tải Petrolimex HN
PJS,UpcomIndex,Công ty Cổ phần Cấp nước Phú Hòa Tân,Cấp nước Phú Hòa Tân
PJT,VNINDEX,Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex,Vận tải thủy PETROLIMEX
PLA,UpcomIndex,Công ty Cổ phần Đầu tư và Dịch vụ hạ tầng Xăng dầu,Đầu tư và Dịch vụ hạ tầng Xăng dầu (PLAND)
PLC,HNXIndex,Tổng Công ty Hóa dầu Petrolimex - Công ty Cổ phần,Hóa dầu Petrolimex
PLO,UpcomIndex,Công ty Cổ phần Kho vận Petec,Kho vận Petec
PLE,UpcomIndex,Công ty Cổ phần Tư vấn Xây dựng Petrolimex,Tư vấn Xây dựng Petrolimex
PMC,HNXIndex,Công ty Cổ phần Dược phẩm Dược liệu Pharmedic,Pharmedic
PMG,VNINDEX,Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung,ĐT và SX Petro Miền Trung
PMJ,UpcomIndex,Công ty cổ phần Vật tư Bưu điện,Vật tư Bưu điện
PMP,HNXIndex,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Bao bì Đạm Phú Mỹ
PMS,HNXIndex,Công ty Cổ phần Cơ khí Xăng dầu,Cơ khí xăng dầu
PMT,UpcomIndex,Công ty Cổ phần Viễn thông Telvina Việt Nam,Telvina Việt Nam
PMW,UpcomIndex,Công ty Cổ phần Cấp Nước Phú Mỹ,Cấp Nước Phú Mỹ
PNC,VNINDEX,Công ty Cổ phần Văn hóa Phương Nam,Văn hóa Phương Nam
PNG,UpcomIndex,Công ty Cổ phần Thương Mại Phú Nhuận,Thương Mại Phú Nhuận
PND,UpcomIndex,Công ty Cổ phần Xăng dầu Dầu khí Nam Định,Xăng dầu Dầu khí Nam Định
PNJ,VNINDEX,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,Vàng Phú Nhuận
PNP,UpcomIndex,Công ty Cổ phần Tân Cảng – Phú Hữu,Tân Cảng - Phú Hữu
PNT,UpcomIndex,Công ty Cổ phần Kỹ thuật Xây dựng Phú Nhuận,Kỹ thuật XD Phú Nhuận
POB,UpcomIndex,Công ty Cổ phần Xăng dầu Dầu khí Thái Bình,PVOIL Thái Bình
POM,VNINDEX,Công ty Cổ phần Thép Pomina,Thép Pomina
POT,HNXIndex,Công ty Cổ phần Thiết bị Bưu điện,Thiết bị Bưu điện Postef
POV,UpcomIndex,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,PV Oil Vũng Áng
DNA,UpcomIndex,Công ty Cổ phần Điện nước An Giang,Điện nước An Giang
PPC,VNINDEX,Công ty Cổ phần Nhiệt điện Phả Lại,Nhiệt điện Phả Lại
PPE,HNXIndex,Công ty Cổ phần Tư vấn Đầu tư PP Enterprise,PVPower Engineering
PPH,UpcomIndex,Tổng Công ty Cổ phần Phong Phú,Phong Phú Corp.
PPI,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển dự án hạ tầng Thái Bình Dương,BĐS Thái Bình Dương
PPP,HNXIndex,Công ty Cổ phần Dược phẩm Phong Phú,PP.Pharco
PPS,HNXIndex,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,DVKT Điện lực Dầu khí
PRC,HNXIndex,Công ty Cổ phần Logistics Portserco,Vận tải Portserco
PRO,UpcomIndex,Công ty Cổ phần Procimex Việt Nam,Procimex Việt Nam
PSB,UpcomIndex,Công ty Cổ phần Đầu tư Dầu khí Sao Mai Bến Đình,Sao Mai Bến Đình
PSC,HNXIndex,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn,Vận tải Petrolimex SG
BT1,UpcomIndex,Công ty Cổ phần Bảo vệ thực vật 1 Trung ương,Bảo vệ thực vật 1 TW
PSD,HNXIndex,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,Phân phối Tổng hợp Dầu khí
PSE,HNXIndex,Công ty Cổ phần Phân bón và hóa chất dầu khí Đông Nam Bộ,Phân bón và hóa chất dầu khí Đông Nam Bộ
PSG,UpcomIndex,Công ty Cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn,XL Dầu khí Sài Gòn
PSI,HNXIndex,Công ty Cổ phần Chứng khoán Dầu khí,Chứng khoán Dầu khí
PSL,UpcomIndex,Công ty Cổ phần Chăn nuôi Phú Sơn,Chăn nuôi Phú Sơn
PSP,UpcomIndex,Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ,DV Dầu Khí Đình Vũ
PTB,VNINDEX,Công ty Cổ phần Phú Tài,Công ty Cổ phần Phú Tài
GCB,UpcomIndex,Công ty Cổ phần PETEC Bình Định,PETEC Bình Định
PTC,VNINDEX,Công ty Cổ phần Đầu tư ICAPITAL,Đầu tư ICAPITAL
PTE,UpcomIndex,Công ty Cổ phần Xi măng Phú Thọ,Xi măng Phú Thọ
PTO,UpcomIndex,Công ty Cổ phần Dịch vụ - Xây dựng Công trình Bưu điện,Xây dựng Công trình Bưu điện
KSF,HNXIndex,Công ty cổ phần Tập đoàn KSFinance,Tập đoàn KSFinance
PTD,HNXIndex,Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh,Thiết kế-XD-TM Phúc Thịnh
PTG,UpcomIndex,Công ty Cổ phần May Xuất Khẩu Phan Thiết,May Phan Thiết
PTH,UpcomIndex,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hà Tây,Vận tải và DV Petrolimex Hà Tây
PTI,HNXIndex,Tổng Công ty Cổ phần Bảo hiểm Bưu điện,Bảo hiểm Bưu điện
PTL,VNINDEX,Công ty Cổ phần Victory Capital,Victory Capital
PTN,UpcomIndex,Công ty Cổ phần Phát triển Nhà Khánh Hòa,Phát triển Nhà Khánh Hòa
PTP,UpcomIndex,Công ty Cổ phần Dịch vụ Viễn Thông và In Bưu điện,Viễn Thông và In Bưu điện
PTS,HNXIndex,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Vận tải Petrolimex HP
POS,UpcomIndex,"Công ty Cổ phần Dịch vụ lắp đặt, vận hành và bảo dưỡng công trình dầu khí biển PTSC",Bảo dưỡng công trình DK biển
PSN,UpcomIndex,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa,PTSC Thanh Hóa
PTX,UpcomIndex,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,VT Petrolimex Nghệ Tĩnh
PTT,UpcomIndex,Công ty Cổ phần Vận tải Dầu khí Đông Dương,Vận tải Dầu khí Đông Dương
DSP,UpcomIndex,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Dịch vụ Du lịch Phú Thọ
DTD,HNXIndex,Công ty Cổ phần Đầu tư Phát triển Thành Đạt,Đầu tư Phát triển Thành Đạt
DAT,VNINDEX,Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,ĐT Du lịch và PT Thủy sản
PV2,HNXIndex,Công ty Cổ phần Đầu tư PV2,Đầu tư PV2
PVA,UpcomIndex,Công ty Cổ phần Tổng Công ty Xây lắp Dầu khí Nghệ An,Xây dựng dầu khí Nghệ An
PVB,HNXIndex,Công ty Cổ phần Bọc ống Dầu khí Việt Nam,Bọc ống Dầu khí Việt Nam
PBK,UpcomIndex,Công ty Cổ phần Điện lực Dầu khí Bắc Kạn,Điện lực Dầu khí Bắc Kạn
PBT,UpcomIndex,Công ty Cổ Phần Nhà và Thương mại Dầu khí,PV Building
PVC,HNXIndex,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - Công ty Cổ phần,Hóa chất và Dịch vụ Dầu khí
PCE,HNXIndex,Công ty Cổ phần Phân bón và hóa chất dầu khí Miền Trung,Phân bón và Hóa chất DK Miền Trung
PVM,UpcomIndex,Công ty Cổ phần Máy - Thiết bị Dầu khí,Thiết bị dầu khí (PV MACHINO)
PXC,UpcomIndex,Công ty Cổ phần Phát triển Đô thị Dầu khí,Phát triển Đô thị Dầu khí
PVH,UpcomIndex,Công ty Cổ phần Xây lắp Dầu khí Thanh Hóa,Xây lắp Dầu khí Thanh Hóa
PVD,VNINDEX,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí,Khoan Dầu khí PVDrilling
PCN,UpcomIndex,Công ty Cổ phần Hóa phẩm dầu khí DMC - Miền Bắc,Dầu khí DMC-Miền Bắc
PVE,UpcomIndex,Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,Tư vấn Dầu khí
PSW,HNXIndex,Công ty Cổ phần Phân bón và hóa chất dầu khí Tây Nam Bộ,Phân bón hóa chất dầu khí Tây Nam Bộ
PVG,HNXIndex,Công ty Cổ phần Kinh doanh LPG Việt Nam,Kinh doanh LPG Việt Nam
PVI,HNXIndex,Công ty Cổ phần PVI,Bảo hiểm PVI
RGC,UpcomIndex,Công ty Cổ phần Đầu tư PV-Inconess,Đầu tư PV-Inconess
PRE,HNXIndex,Tổng Công ty Cổ phần Tái bảo hiểm PVI,Tái bảo hiểm PVI
PVL,UpcomIndex,Công ty Cổ phần Đầu tư Nhà Đất Việt,Đầu tư Nhà Đất Việt
OIL,UpcomIndex,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,PV Oil
PPY,HNXIndex,Công ty Cổ phần Xăng dầu dầu khí Phú Yên,Xăng dầu dầu khí Phú Yên
POW,VNINDEX,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,Điện lực Dầu khí Việt Nam
PVR,UpcomIndex,Công ty Cổ phần Đầu tư PVR Hà Nội,Đầu tư PVR Hà Nội
PVS,HNXIndex,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,DVKT Dầu khí PTSC
PVY,UpcomIndex,Công ty Cổ phần Chế tạo Giàn khoan Dầu khí,Chế tạo Giàn khoan Dầu khí
PVT,VNINDEX,Tổng Công ty Cổ phần Vận tải Dầu khí,Vận tải Dầu khí PVTrans
PVP,VNINDEX,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,Vận tải Dầu khí Thái Bình Dương
PVV,UpcomIndex,Công ty Cổ phần Vinaconex 39,Vinaconex 39
PVX,UpcomIndex,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,Xây lắp Dầu khí Việt Nam
PWA,UpcomIndex,Công ty Cổ phần Bất động sản dầu khí,Bất động sản dầu khí
PX1,UpcomIndex,Công ty Cổ phần Xi măng Sông Lam 2,Xi măng Sông Lam 2
PXA,UpcomIndex,Công ty Cổ phần Đầu tư và Thương mại Dầu khí Nghệ An,Đầu tư và Thương mại Dầu khí Nghệ An
PXI,UpcomIndex,Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí,XL CN và dân dụng Dầu khí
PXL,UpcomIndex,Công ty Cổ phần Đầu tư Khu Công Nghiệp Dầu khí Long Sơn,KCN Dầu khí Long Sơn
PXM,UpcomIndex,Công ty Cổ phần Xây lắp Dầu khí Miền Trung,Xây lắp Dầu khí Miền Trung
PXS,UpcomIndex,Công ty Cổ phần Kết cấu Kim loại và Lắp máy Dầu khí,Lắp máy Dầu khí
PXT,UpcomIndex,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí,Xây lắp Đường ống Dầu khí
PWS,UpcomIndex,Công ty Cổ phần Cấp thoát nước Phú Yên,Cấp thoát nước Phú Yên
BQB,UpcomIndex,Công ty Cổ phần Bia Hà Nội - Quảng Bình,Bia Hà Nội - Quảng Bình
QBS,VNINDEX,Công ty Cổ phần Xuất nhập khẩu Quảng Bình,Xuất nhập khẩu Quảng Bình
QCC,UpcomIndex,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông,Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông
QCG,VNINDEX,Công ty Cổ phần Quốc Cường Gia Lai,Quốc Cường Gia Lai
QHD,HNXIndex,Công ty Cổ phần Que hàn điện Việt Đức,Que hàn Việt Đức
QHW,UpcomIndex,Công ty Cổ phần Nước khoáng Quảng Ninh,Nước khoáng Quảng Ninh
QNC,UpcomIndex,Công ty Cổ phần Xi măng và Xây dựng Quảng Ninh,Xi măng Quảng Ninh
MQN,UpcomIndex,Công ty Cổ phần Môi trường đô thị Quảng Ngãi,Môi trường đô thị Quảng Ngãi
QSP,UpcomIndex,Công ty Cổ phần Tân cảng Quy Nhơn,Tân cảng Quy Nhơn
CQN,UpcomIndex,Công ty Cổ phần Cảng Quảng Ninh,Cảng Quảng Ninh
PQN,UpcomIndex,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,DV Dầu khí Quảng Ngãi PTSC
QNS,UpcomIndex,Công ty Cổ phần Đường Quảng Ngãi,Đường Quảng Ngãi
QNT,UpcomIndex,Công ty Cổ phần Tư vấn và Đầu tư Phát triển Quảng Nam,Tư vấn và Đầu tư Phát triển Quảng Nam
QTP,UpcomIndex,Công ty Cổ phần Nhiệt điện Quảng Ninh,Nhiệt điện Quảng Ninh
QNU,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Quảng Nam,Môi trường Đô thị Quảng Nam
QNW,UpcomIndex,Công ty Cổ phần Cấp thoát nước và xây dựng Quảng Ngãi,Cấp thoát nước và XD Quảng Ngãi
QPH,UpcomIndex,Công ty Cổ phần Thủy điện Quế Phong,Thủy điện Quế Phong
